empath_sadness,empath_anger,empath_joy,empath_fear,empath_pain,empath_health,empath_death,empath_family,empath_friends,empath_money,empath_religion,empath_negative_emotion,empath_positive_emotion,empath_medical_emergency,empath_body,empath_suffering,empath_optimism,empath_weakness,empath_strength,empath_emotional,empath_loneliness,empath_stress,empath_affection,empath_achievement,empath_pessimism
0.004934210526315789,0.001644736842105263,0.001644736842105263,0.005756578947368421,0.008223684210526315,0.023026315789473683,0.003289473684210526,0.0008223684210526315,0.004934210526315789,0.001644736842105263,0.0,0.01644736842105263,0.011513157894736841,0.02055921052631579,0.003289473684210526,0.005756578947368421,0.01069078947368421,0.0008223684210526315,0.0008223684210526315,0.004934210526315789,0.0,0.0,0.004934210526315789,0.001644736842105263,0.0
0.0,0.0,0.0,0.0,0.01639344262295082,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.01639344262295082,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.009523809523809525,0.0,0.01904761904761905,0.009523809523809525,0.0,0.0,0.0,0.0,0.0380952380952381,0.02857142857142857,0.009523809523809525,0.01904761904761905,0.009523809523809525,0.009523809523809525,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.01904761904761905,0.0
0.0,0.0,0.0,0.0029239766081871343,0.008771929824561403,0.014619883040935672,0.005847953216374269,0.0029239766081871343,0.017543859649122806,0.0,0.0,0.014619883040935672,0.02046783625730994,0.008771929824561403,0.0,0.005847953216374269,0.02046783625730994,0.0,0.0029239766081871343,0.005847953216374269,0.0,0.0,0.008771929824561403,0.008771929824561403,0.0
0.0,0.0,0.0,0.0,0.0,0.018315018315018316,0.007326007326007326,0.018315018315018316,0.007326007326007326,0.0,0.0,0.018315018315018316,0.018315018315018316,0.01098901098901099,0.0,0.003663003663003663,0.007326007326007326,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012195121951219513,0.10975609756097561,0.036585365853658534,0.0,0.0,0.0,0.0,0.036585365853658534,0.0,0.036585365853658534,0.036585365853658534,0.012195121951219513,0.0,0.012195121951219513,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.03535353535353535,0.015151515151515152,0.0,0.0,0.0,0.0,0.012626262626262626,0.005050505050505051,0.03282828282828283,0.0025252525252525255,0.0,0.0025252525252525255,0.0,0.007575757575757576,0.0,0.0,0.0,0.005050505050505051,0.007575757575757576,0.0
0.0,0.0,0.0,0.0,0.004830917874396135,0.06280193236714976,0.028985507246376812,0.0,0.004830917874396135,0.0,0.00966183574879227,0.00966183574879227,0.00966183574879227,0.057971014492753624,0.004830917874396135,0.004830917874396135,0.00966183574879227,0.0,0.0,0.004830917874396135,0.0,0.0,0.0,0.004830917874396135,0.0
0.002145922746781116,0.0,0.0,0.002145922746781116,0.004291845493562232,0.04721030042918455,0.02575107296137339,0.015021459227467811,0.01072961373390558,0.002145922746781116,0.0,0.008583690987124463,0.01072961373390558,0.027896995708154508,0.002145922746781116,0.004291845493562232,0.002145922746781116,0.0,0.006437768240343348,0.002145922746781116,0.0,0.0,0.002145922746781116,0.002145922746781116,0.0
0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.0,0.08163265306122448,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.04081632653061224,0.0
0.0,0.0,0.0,0.0,0.0,0.03125,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005269320843091335,0.00234192037470726,0.001756440281030445,0.006440281030444965,0.007611241217798595,0.02107728337236534,0.01756440281030445,0.00468384074941452,0.00585480093676815,0.00585480093676815,0.0,0.009953161592505855,0.012295081967213115,0.01990632318501171,0.007611241217798595,0.00585480093676815,0.00819672131147541,0.00117096018735363,0.00819672131147541,0.00234192037470726,0.0,0.0,0.006440281030444965,0.004098360655737705,0.0
0.0,0.0,0.0,0.0,0.0017123287671232876,0.0273972602739726,0.010273972602739725,0.003424657534246575,0.0017123287671232876,0.0,0.0,0.003424657534246575,0.0017123287671232876,0.015410958904109588,0.003424657534246575,0.0,0.003424657534246575,0.0,0.0017123287671232876,0.0,0.0,0.0,0.0017123287671232876,0.003424657534246575,0.0
0.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.023622047244094488,0.0,0.0,0.0,0.0,0.015748031496062992,0.0,0.031496062992125984,0.0,0.0,0.0,0.0,0.007874015748031496,0.007874015748031496,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.02962962962962963,0.03333333333333333,0.0,0.007407407407407408,0.0,0.003703703703703704,0.003703703703703704,0.0,0.02962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06930693069306931,0.019801980198019802,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0049504950495049506,0.019801980198019802,0.039603960396039604,0.0,0.0,0.01485148514851485,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0
0.007194244604316547,0.007194244604316547,0.0,0.007194244604316547,0.0,0.014388489208633094,0.014388489208633094,0.0,0.014388489208633094,0.0,0.0,0.02158273381294964,0.007194244604316547,0.014388489208633094,0.0,0.02158273381294964,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.0
0.01384083044982699,0.010380622837370242,0.0034602076124567475,0.006920415224913495,0.01730103806228374,0.01384083044982699,0.010380622837370242,0.0034602076124567475,0.0034602076124567475,0.0,0.0,0.020761245674740483,0.006920415224913495,0.010380622837370242,0.006920415224913495,0.01730103806228374,0.006920415224913495,0.0,0.0,0.010380622837370242,0.0,0.0,0.0034602076124567475,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0
0.0,0.0,0.008928571428571428,0.0,0.0,0.03571428571428571,0.008928571428571428,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.0,0.008928571428571428,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010752688172043012,0.0,0.010752688172043012,0.014336917562724014,0.03225806451612903,0.010752688172043012,0.010752688172043012,0.0,0.0,0.0035842293906810036,0.010752688172043012,0.03225806451612903,0.010752688172043012,0.010752688172043012,0.017921146953405017,0.017921146953405017,0.010752688172043012,0.0,0.007168458781362007,0.0,0.0,0.0,0.010752688172043012,0.0,0.0
0.0024330900243309003,0.0024330900243309003,0.0,0.0024330900243309003,0.012165450121654502,0.031630170316301706,0.024330900243309004,0.0,0.004866180048661801,0.0,0.0,0.019464720194647202,0.0024330900243309003,0.0267639902676399,0.0072992700729927005,0.004866180048661801,0.004866180048661801,0.0,0.009732360097323601,0.0024330900243309003,0.0,0.0,0.0024330900243309003,0.0,0.0
0.0,0.0,0.0,0.0,0.015625,0.03125,0.03125,0.0,0.0078125,0.0,0.0,0.0234375,0.0078125,0.0390625,0.0078125,0.015625,0.0,0.0,0.0078125,0.015625,0.0,0.0,0.0,0.0078125,0.0
0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.0,0.0,0.016556291390728478,0.0033112582781456954,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005154639175257732,0.030927835051546393,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.020618556701030927,0.005154639175257732,0.0,0.010309278350515464,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0
0.010638297872340425,0.010638297872340425,0.0,0.010638297872340425,0.0,0.031914893617021274,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.010638297872340425,0.010638297872340425,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.009900990099009901,0.009900990099009901,0.0297029702970297,0.0297029702970297,0.0,0.0,0.0,0.0,0.009900990099009901,0.019801980198019802,0.019801980198019802,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0
0.0013020833333333333,0.0013020833333333333,0.0,0.0013020833333333333,0.005208333333333333,0.018229166666666668,0.013020833333333334,0.0013020833333333333,0.006510416666666667,0.0013020833333333333,0.0,0.020833333333333332,0.00390625,0.013020833333333334,0.010416666666666666,0.0026041666666666665,0.0,0.0026041666666666665,0.010416666666666666,0.00390625,0.0,0.0,0.0,0.005208333333333333,0.0
0.006711409395973154,0.0,0.0,0.010067114093959731,0.013422818791946308,0.006711409395973154,0.010067114093959731,0.0,0.003355704697986577,0.003355704697986577,0.0,0.020134228187919462,0.003355704697986577,0.003355704697986577,0.006711409395973154,0.006711409395973154,0.016778523489932886,0.0,0.0,0.003355704697986577,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.012658227848101266,0.0,0.02531645569620253,0.0,0.0,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0
0.01652892561983471,0.0,0.0027548209366391185,0.0027548209366391185,0.013774104683195593,0.024793388429752067,0.03581267217630854,0.008264462809917356,0.008264462809917356,0.0,0.0,0.013774104683195593,0.01928374655647383,0.024793388429752067,0.0027548209366391185,0.011019283746556474,0.005509641873278237,0.008264462809917356,0.005509641873278237,0.011019283746556474,0.0,0.0,0.013774104683195593,0.0027548209366391185,0.0
0.0035335689045936395,0.007067137809187279,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.01060070671378092,0.014134275618374558,0.0035335689045936395,0.02120141342756184,0.0,0.0,0.028268551236749116,0.0035335689045936395,0.01060070671378092,0.014134275618374558,0.007067137809187279,0.0,0.0,0.01060070671378092,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.008620689655172414,0.008620689655172414,0.04310344827586207,0.008620689655172414,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
0.0,0.0,0.0,0.0,0.0,0.028735632183908046,0.034482758620689655,0.0,0.0,0.0,0.0,0.022988505747126436,0.040229885057471264,0.028735632183908046,0.0,0.0,0.028735632183908046,0.0,0.005747126436781609,0.005747126436781609,0.0,0.0,0.0,0.005747126436781609,0.0
0.007961783439490446,0.0031847133757961785,0.006369426751592357,0.006369426751592357,0.007961783439490446,0.012738853503184714,0.041401273885350316,0.0015923566878980893,0.009554140127388535,0.0015923566878980893,0.0015923566878980893,0.030254777070063694,0.009554140127388535,0.014331210191082803,0.004777070063694267,0.022292993630573247,0.007961783439490446,0.0015923566878980893,0.0015923566878980893,0.004777070063694267,0.0,0.0,0.0015923566878980893,0.0,0.0
0.0012836970474967907,0.0012836970474967907,0.0,0.0038510911424903724,0.008985879332477536,0.011553273427471117,0.010269576379974325,0.0025673940949935813,0.005134788189987163,0.0,0.0,0.02053915275994865,0.005134788189987163,0.011553273427471117,0.0038510911424903724,0.007702182284980745,0.0025673940949935813,0.0025673940949935813,0.0,0.005134788189987163,0.0,0.0,0.0012836970474967907,0.0025673940949935813,0.0
0.001445086705202312,0.0,0.0,0.0,0.0036127167630057803,0.020953757225433526,0.004335260115606936,0.001445086705202312,0.0036127167630057803,0.005780346820809248,0.0,0.004335260115606936,0.0036127167630057803,0.015895953757225433,0.005780346820809248,0.002167630057803468,0.002890173410404624,0.0,0.0072254335260115606,0.001445086705202312,0.0,0.0,0.0,0.002167630057803468,0.0
0.0,0.0,0.0,0.0,0.0035842293906810036,0.010752688172043012,0.007168458781362007,0.007168458781362007,0.0035842293906810036,0.0,0.0,0.007168458781362007,0.007168458781362007,0.010752688172043012,0.007168458781362007,0.0035842293906810036,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0
0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003795066413662239,0.0,0.0,0.0,0.0018975332068311196,0.04554079696394687,0.017077798861480076,0.0018975332068311196,0.0,0.0,0.0,0.0056925996204933585,0.0056925996204933585,0.03984819734345351,0.007590132827324478,0.0018975332068311196,0.003795066413662239,0.0056925996204933585,0.003795066413662239,0.0,0.0,0.0,0.0,0.0018975332068311196,0.0
0.003172714653975808,0.000594883997620464,0.001388062661114416,0.005353955978584176,0.007733491969066032,0.00694031330557208,0.00396589331746976,0.002577830656355344,0.004362482649216736,0.000594883997620464,0.000396589331746976,0.01665675193337299,0.007138607971445568,0.005750545310331152,0.013682331945270671,0.007336902637319056,0.0033710093198492963,0.002379535990481856,0.0033710093198492963,0.003172714653975808,0.0,0.0,0.002577830656355344,0.000793178663493952,0.0
0.011441647597254004,0.004576659038901602,0.0,0.004576659038901602,0.013729977116704805,0.016018306636155607,0.02517162471395881,0.004576659038901602,0.006864988558352402,0.002288329519450801,0.0,0.020594965675057208,0.004576659038901602,0.016018306636155607,0.006864988558352402,0.020594965675057208,0.006864988558352402,0.0,0.013729977116704805,0.004576659038901602,0.0,0.0,0.0,0.004576659038901602,0.0
0.007462686567164179,0.014925373134328358,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.014925373134328358,0.0,0.007462686567164179,0.0,0.022388059701492536,0.007462686567164179,0.0,0.007462686567164179,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.0,0.0
0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.03365384615384615,0.02403846153846154,0.004807692307692308,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.028846153846153848,0.0,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009433962264150943,0.0,0.01179245283018868,0.009433962264150943,0.014150943396226415,0.03537735849056604,0.014150943396226415,0.0,0.0,0.0023584905660377358,0.0,0.01650943396226415,0.014150943396226415,0.0330188679245283,0.0023584905660377358,0.009433962264150943,0.009433962264150943,0.0,0.0023584905660377358,0.0047169811320754715,0.0,0.0,0.0047169811320754715,0.0023584905660377358,0.0
0.005747126436781609,0.0,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.04597701149425287,0.028735632183908046,0.005747126436781609,0.005747126436781609,0.0,0.0,0.005747126436781609,0.011494252873563218,0.028735632183908046,0.005747126436781609,0.005747126436781609,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0
0.005847953216374269,0.0,0.0,0.0,0.005847953216374269,0.038011695906432746,0.023391812865497075,0.0,0.008771929824561403,0.0029239766081871343,0.0,0.017543859649122806,0.0,0.029239766081871343,0.014619883040935672,0.005847953216374269,0.005847953216374269,0.0029239766081871343,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0037593984962406013,0.011278195488721804,0.0037593984962406013,0.0,0.0037593984962406013,0.0,0.0,0.0,0.011278195488721804,0.0037593984962406013,0.011278195488721804,0.0,0.007518796992481203,0.0,0.0037593984962406013,0.0,0.0,0.0,0.0037593984962406013,0.0037593984962406013,0.0
0.0,0.0,0.0,0.010309278350515464,0.0,0.020618556701030927,0.010309278350515464,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,0.005154639175257732,0.010309278350515464,0.02577319587628866,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0
0.0044598612487611496,0.0019821605550049554,0.0009910802775024777,0.002477700693756194,0.006442021803766105,0.07234886025768088,0.051040634291377604,0.003468780971258672,0.0019821605550049554,0.0004955401387512388,0.0,0.009415262636273538,0.005450941526263627,0.06987115956392467,0.013875123885034688,0.005946481665014866,0.0014866204162537165,0.0009910802775024777,0.003964321110009911,0.0,0.0,0.0,0.0009910802775024777,0.0,0.0
0.011627906976744186,0.0,0.0,0.0,0.0,0.06976744186046512,0.023255813953488372,0.0,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.05813953488372093,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0
0.004392386530014641,0.004392386530014641,0.0,0.004392386530014641,0.01171303074670571,0.029282576866764276,0.008784773060029283,0.0,0.0,0.005856515373352855,0.0,0.017569546120058566,0.004392386530014641,0.017569546120058566,0.008784773060029283,0.01171303074670571,0.0029282576866764276,0.0014641288433382138,0.004392386530014641,0.0014641288433382138,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.011111111111111112,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00272975432211101,0.0018198362147406734,0.0,0.003639672429481347,0.004549590536851683,0.020018198362147407,0.006369426751592357,0.003639672429481347,0.004549590536851683,0.0018198362147406734,0.0,0.018198362147406732,0.007279344858962694,0.01364877161055505,0.00545950864422202,0.00545950864422202,0.0009099181073703367,0.004549590536851683,0.00545950864422202,0.003639672429481347,0.0,0.0,0.0,0.0009099181073703367,0.0
0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.018867924528301886,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.02830188679245283,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010135135135135136,0.0,0.0,0.0033783783783783786,0.006756756756756757,0.02702702702702703,0.04054054054054054,0.0,0.0033783783783783786,0.0,0.0,0.010135135135135136,0.010135135135135136,0.02702702702702703,0.010135135135135136,0.006756756756756757,0.006756756756756757,0.0033783783783783786,0.02027027027027027,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0037174721189591076,0.0037174721189591076,0.02973977695167286,0.01486988847583643,0.0,0.0,0.0,0.0,0.022304832713754646,0.0037174721189591076,0.011152416356877323,0.01486988847583643,0.0,0.0,0.0,0.007434944237918215,0.0,0.0,0.0,0.0,0.0,0.0
0.014861995753715499,0.010615711252653927,0.0,0.014861995753715499,0.004246284501061571,0.036093418259023353,0.02335456475583864,0.0,0.008492569002123142,0.0,0.0,0.0021231422505307855,0.012738853503184714,0.03397027600849257,0.014861995753715499,0.014861995753715499,0.008492569002123142,0.008492569002123142,0.006369426751592357,0.0021231422505307855,0.0,0.0,0.004246284501061571,0.0021231422505307855,0.0
0.0,0.0,0.0,0.0,0.0,0.08064516129032258,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.016129032258064516,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.05,0.01818181818181818,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.03636363636363636,0.0,0.0,0.004545454545454545,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.0,0.0,0.0
0.0087527352297593,0.0087527352297593,0.0,0.010940919037199124,0.0262582056892779,0.037199124726477024,0.0087527352297593,0.0,0.002188183807439825,0.0,0.0,0.0262582056892779,0.010940919037199124,0.0350109409190372,0.002188183807439825,0.0175054704595186,0.00437636761487965,0.0,0.00437636761487965,0.006564551422319475,0.0,0.0,0.002188183807439825,0.0,0.0
0.0,0.0,0.0016638935108153079,0.0,0.0033277870216306157,0.016638935108153077,0.0033277870216306157,0.0016638935108153079,0.004991680532445923,0.0033277870216306157,0.0,0.009983361064891847,0.0033277870216306157,0.014975041597337771,0.004991680532445923,0.0016638935108153079,0.004991680532445923,0.0016638935108153079,0.008319467554076539,0.0033277870216306157,0.0,0.0,0.0,0.0,0.0
0.020618556701030927,0.020618556701030927,0.0,0.020618556701030927,0.030927835051546393,0.041237113402061855,0.030927835051546393,0.0,0.0,0.0,0.0,0.041237113402061855,0.0,0.020618556701030927,0.010309278350515464,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.006289308176100629,0.0,0.06289308176100629,0.0440251572327044,0.0,0.0,0.0,0.0,0.031446540880503145,0.0,0.050314465408805034,0.006289308176100629,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0021645021645021645,0.0,0.0,0.006493506493506494,0.025974025974025976,0.010822510822510822,0.0021645021645021645,0.004329004329004329,0.0021645021645021645,0.006493506493506494,0.010822510822510822,0.012987012987012988,0.01948051948051948,0.0021645021645021645,0.0021645021645021645,0.008658008658008658,0.0,0.006493506493506494,0.0021645021645021645,0.0,0.0,0.004329004329004329,0.0021645021645021645,0.0
0.0,0.0,0.0,0.0,0.0,0.03614457831325301,0.024096385542168676,0.0,0.0,0.0,0.0030120481927710845,0.006024096385542169,0.009036144578313253,0.03313253012048193,0.0,0.0,0.0030120481927710845,0.0,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0030120481927710845,0.0
0.01015228426395939,0.0,0.0,0.0,0.0,0.030456852791878174,0.01015228426395939,0.005076142131979695,0.0,0.01015228426395939,0.0,0.005076142131979695,0.03553299492385787,0.02030456852791878,0.005076142131979695,0.015228426395939087,0.015228426395939087,0.0,0.005076142131979695,0.01015228426395939,0.0,0.0,0.0,0.01015228426395939,0.0
0.006,0.001,0.004,0.008,0.007,0.037,0.02,0.008,0.004,0.001,0.0,0.011,0.01,0.028,0.004,0.009,0.004,0.001,0.002,0.0,0.0,0.0,0.001,0.004,0.0
0.0,0.0,0.0,0.0,0.006060606060606061,0.024242424242424242,0.006060606060606061,0.006060606060606061,0.0,0.03636363636363636,0.0,0.006060606060606061,0.0,0.01818181818181818,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.0
0.006772009029345372,0.0,0.0,0.002257336343115124,0.004514672686230248,0.03611738148984198,0.020316027088036117,0.002257336343115124,0.004514672686230248,0.0,0.0,0.013544018058690745,0.013544018058690745,0.024830699774266364,0.004514672686230248,0.004514672686230248,0.01580135440180587,0.0,0.009029345372460496,0.002257336343115124,0.0,0.0,0.009029345372460496,0.0,0.0
0.04938271604938271,0.04938271604938271,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.024691358024691357,0.0,0.037037037037037035,0.0,0.0,0.024691358024691357,0.037037037037037035,0.024691358024691357,0.012345679012345678,0.04938271604938271,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0013966480446927375,0.0,0.0111731843575419,0.00558659217877095,0.002793296089385475,0.004189944134078212,0.0,0.0,0.013966480446927373,0.009776536312849162,0.012569832402234637,0.015363128491620111,0.0013966480446927375,0.00558659217877095,0.0,0.0013966480446927375,0.002793296089385475,0.0,0.0,0.004189944134078212,0.0013966480446927375,0.0
0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.033707865168539325,0.0,0.0,0.0,0.0,0.0,0.033707865168539325,0.011235955056179775,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.0,0.0,0.004484304932735426,0.0,0.017937219730941704,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
