feature,importance_mean,importance_std,corrected_empath_label
370 (empath_negative_emotion),0.00027561163984263226,0.0001287190157843765,empath_negative_emotion
483 (empath_affection),0.0002743659375156471,0.00023662996103180129,empath_affection
358 (empath_medical_emergency),0.00027312023518867855,0.00024286623377856237,empath_medical_emergency
709 (empath_pain),0.0002728088096069448,0.0002996464382096879,empath_pain
333 (empath_death),0.0002718745328617267,0.0002148455096673643,empath_death
127 (empath_pain),0.00027187453286168785,0.00022929278161930983,empath_pain
611 (empath_health),0.00026813742588079336,0.00023126552606909419,empath_health
17 (empath_suffering),0.0002668917235538248,0.00011916292030135988,empath_suffering
575 (empath_negative_emotion),0.0002662688723903461,0.0003126680271121763,empath_negative_emotion
27 (empath_negative_emotion),0.0002647117444816383,0.00014614456318495753,empath_negative_emotion
384 (empath_medical_emergency),0.0002647117444815994,0.0001756009533258821,empath_medical_emergency
190 (empath_negative_emotion),0.00026066321191896557,0.00017712725228152156,empath_negative_emotion
407 (empath_pain),0.0002563032537745757,0.00036949447716079243,empath_pain
124 (empath_medical_emergency),0.0002544347002841063,0.00018697235652567203,empath_medical_emergency
688 (empath_death),0.0002538118491206165,0.00010994469868784903,empath_death
119 (empath_death),0.0002535004235388605,0.00017352973229687593,empath_death
237 (empath_health),0.0002531889979571156,0.0002077493422703948,empath_health
288 (empath_positive_emotion),0.0002497633165579716,0.0002102886107526391,empath_positive_emotion
421 (empath_medical_emergency),0.0002491404653944651,0.0005203212281764339,empath_medical_emergency
186 (empath_health),0.0002482061886492526,0.00016174084794838645,empath_health
129 (empath_health),0.00024696048632228405,0.00022920817032893987,empath_health
138 (empath_medical_emergency),0.00024602620957704934,0.0003081162299955921,empath_medical_emergency
475 (empath_positive_emotion),0.0002444690816683193,0.00015439769286190063,empath_positive_emotion
500 (empath_medical_emergency),0.00024322337934136186,0.0001857149058905802,empath_medical_emergency
241 (empath_negative_emotion),0.0002426005281778776,0.0001759538000898553,empath_negative_emotion
545 (empath_negative_emotion),0.00024197767701439888,0.00020843912170454237,empath_negative_emotion
159 (empath_death),0.0002410434002691364,0.00020904150754674121,empath_death
664 (empath_pain),0.0002407319746874248,0.0005459079036877453,empath_pain
328 (empath_health),0.00024042054910566323,0.0003028325159643246,empath_health
58 (empath_medical_emergency),0.00023761771886995908,0.00017856693147291354,empath_medical_emergency
161 (empath_affection),0.00023730629328824193,0.00017517405227437604,empath_affection
706 (empath_death),0.00023294633514382989,0.000405568424320045,empath_death
158 (empath_death),0.0002323234839803401,0.0002297645516647813,empath_death
391 (empath_optimism),0.00023107778165338267,0.00022224443215771152,empath_optimism
746 (empath_negative_emotion),0.000231077781653366,0.00025796040963072485,empath_negative_emotion
549 (empath_medical_emergency),0.00022983207932639194,0.0006980377771348399,empath_medical_emergency
470 (empath_positive_emotion),0.00022920922816291878,0.00015405465248362915,empath_positive_emotion
205 (empath_medical_emergency),0.00022734067467246045,0.00019491858225862373,empath_medical_emergency
539 (empath_medical_emergency),0.00022609497234548636,0.00021184357515833597,empath_medical_emergency
327 (empath_negative_emotion),0.00022453784443678403,0.00019762621817638997,empath_negative_emotion
149 (empath_optimism),0.00022391499327327203,0.00022038261839944787,empath_optimism
26 (empath_health),0.0002229807165280595,0.00022951537170309968,empath_health
698 (empath_family),0.00022173501420110208,0.00039545604689407985,empath_family
385 (empath_money),0.00022048931187411137,0.00015821400390113115,empath_money
412 (empath_pain),0.00021924360954713728,0.00035655495531344584,empath_pain
589 (empath_sadness),0.00021612935372971042,0.00014887445786196146,empath_sadness
513 (empath_positive_emotion),0.00021332652349403958,0.00020411921685095346,empath_positive_emotion
748 (empath_negative_emotion),0.0002089665653496664,0.00018705740690399782,empath_negative_emotion
745 (empath_positive_emotion),0.00020865513976788818,0.0003675270501155363,empath_positive_emotion
338 (empath_medical_emergency),0.00020678658627745205,0.00020426859478277055,empath_medical_emergency
373 (empath_health),0.00020647516069569605,0.00027884869903205755,empath_health
677 (empath_optimism),0.00020118092580603263,0.000259991684297261,empath_optimism
229 (empath_negative_emotion),0.00020086950022429884,0.00035794099948404686,empath_negative_emotion
187 (empath_medical_emergency),0.00019962379789735806,0.0003755873857442298,empath_medical_emergency
53 (empath_medical_emergency),0.00019495241417117893,0.0002638133141721709,empath_medical_emergency
548 (empath_money),0.00019432956300769467,0.00029788699342538706,empath_money
573 (empath_optimism),0.0001940181374259553,0.0002014735783374384,empath_optimism
245 (empath_friends),0.00019339528626248216,0.00016309277733367284,empath_friends
60 (empath_medical_emergency),0.0001909038816085118,0.0006203024582561187,empath_medical_emergency
79 (empath_negative_emotion),0.00018747820020935667,0.00019852153414998645,empath_negative_emotion
596 (empath_negative_emotion),0.00018685534904586688,0.00026649733525805063,empath_negative_emotion
350 (empath_death),0.00018249539090148815,0.0002461018861807094,empath_death
352 (empath_family),0.00018187253973797057,0.00014295214440882887,empath_family
176 (empath_negative_emotion),0.00018156111415624788,0.00022812237411873052,empath_negative_emotion
250 (empath_negative_emotion),0.00018093826299276917,0.00024388798898040265,empath_negative_emotion
16 (empath_health),0.00018062683741102426,0.00017957134986587285,empath_health
81 (empath_negative_emotion),0.00018031541182925715,0.00017029569791450944,empath_negative_emotion
765 (empath_medical_emergency),0.0001787582839205437,0.00021808775722882272,empath_medical_emergency
763 (empath_medical_emergency),0.00017813543275708166,0.0003654889353611325,empath_medical_emergency
169 (empath_body),0.000178135432757065,0.0002747924464033055,empath_body
2 (empath_money),0.00017751258159358628,0.0005221354282212725,empath_money
572 (empath_medical_emergency),0.0001765783048483627,0.0002558188186611478,empath_medical_emergency
712 (empath_negative_emotion),0.00017595545368487286,0.0001554244552507643,empath_negative_emotion
577 (empath_health),0.00017533260252139415,0.00025451130630599583,empath_health
20 (empath_death),0.0001725297722857122,0.0009160531476685438,empath_death
390 (empath_friends),0.00017066121879523167,0.00017876370937094176,empath_friends
219 (empath_affection),0.0001700383676317696,0.00019126804952625614,empath_affection
307 (empath_weakness),0.00017003836763176405,0.0002832096774913614,empath_weakness
231 (empath_medical_emergency),0.00016630126065084183,0.00028015911800518775,empath_medical_emergency
554 (empath_positive_emotion),0.00016567840948733537,0.0002349016091884937,empath_positive_emotion
569 (empath_religion),0.0001650555583238622,0.00019875199169874853,empath_religion
519 (empath_medical_emergency),0.00016443270716038906,0.00020706780371608255,empath_medical_emergency
717 (empath_health),0.00016412128157861083,0.00017963911921346334,empath_health
720 (empath_money),0.00016225272808816915,0.0002003652753038755,empath_money
640 (empath_negative_emotion),0.000161629876924696,0.0006689939793477031,empath_negative_emotion
467 (empath_negative_emotion),0.00015882704668902515,0.00018004062082323938,empath_negative_emotion
526 (empath_negative_emotion),0.0001588270466889974,0.00018067515560754637,empath_negative_emotion
0 (empath_sadness),0.0001557127908715761,0.00023623226454374548,empath_sadness
565 (empath_health),0.00015508993970809738,0.00023522755729341065,empath_health
227 (empath_medical_emergency),0.0001544670885445909,0.0002560031938375847,empath_medical_emergency
163 (empath_negative_emotion),0.0001513528327271585,0.00020172205926852912,empath_negative_emotion
25 (empath_medical_emergency),0.00015104140714543025,0.00013784408300696022,empath_medical_emergency
418 (empath_religion),0.00014979570481845616,0.00018930449140020162,empath_religion
704 (empath_body),0.00014948427923672236,0.00022461536349914452,empath_body
339 (empath_health),0.00014792715132802559,0.0002619892578694664,empath_health
310 (empath_negative_emotion),0.00014201006527489457,0.00012464183999983294,empath_negative_emotion
51 (empath_medical_emergency),0.00014138721411141586,0.0001959666352254395,empath_medical_emergency
541 (empath_negative_emotion),0.00014045293736619224,0.00024538656140812447,empath_negative_emotion
517 (empath_negative_emotion),0.00014045293736615893,0.00017139699528546002,empath_negative_emotion
405 (empath_health),0.00014014151178443624,0.0002651071428597918,empath_health
287 (empath_pain),0.00013920723503919598,0.0001709187462087589,empath_pain
401 (empath_friends),0.0001388958094574455,0.00022868139720958798,empath_friends
563 (empath_negative_emotion),0.00013858438387572835,0.0003014102531894492,empath_negative_emotion
313 (empath_pain),0.0001385843838757228,0.000510934930733633,empath_pain
356 (empath_negative_emotion),0.00013796153271224408,0.0001742344723140007,empath_negative_emotion
456 (empath_family),0.0001379615327122108,0.00022814788160468002,empath_family
364 (empath_family),0.00013484727689481725,0.00027478450508557127,empath_family
419 (empath_medical_emergency),0.0001342244257313163,0.0003548200821129275,empath_medical_emergency
472 (empath_negative_emotion),0.0001326672978226029,0.0003315715861948916,empath_negative_emotion
487 (empath_medical_emergency),0.00013173302107736263,0.00018847063507067974,empath_medical_emergency
120 (empath_health),0.00013111016991388392,0.0002867718973225482,empath_health
766 (empath_health),0.00013017589316865474,0.00014777332545556215,empath_health
242 (empath_medical_emergency),0.00012893019084168623,0.00018383185928432595,empath_medical_emergency
273 (empath_affection),0.00012861876525994132,0.0001557037592677266,empath_affection
676 (empath_optimism),0.00012737306293297834,0.00030473577986034957,empath_optimism
686 (empath_negative_emotion),0.00012643878618770477,0.0001130281812858387,empath_negative_emotion
632 (empath_medical_emergency),0.00012581593502426492,0.00034437305083592497,empath_medical_emergency
117 (empath_death),0.0001248816582790191,0.00026507037373265085,empath_death
653 (empath_negative_emotion),0.00012457023269726308,0.0001673372851953755,empath_negative_emotion
429 (empath_friends),0.00012394738153381212,0.0002190621644533476,empath_friends
29 (empath_health),0.00012394738153378437,0.0001891858504112912,empath_health
276 (empath_medical_emergency),0.00012332453037030566,0.00025162416137626434,empath_medical_emergency
481 (empath_strength),0.00011989884897116721,0.00037637878496192404,empath_strength
168 (empath_affection),0.00011896457222591583,0.00016204787081401263,empath_affection
154 (empath_family),0.0001174074443172024,0.00021902120788816397,empath_family
113 (empath_health),0.000114604614081526,0.0002076571207208348,empath_health
757 (empath_medical_emergency),0.00011398176291802509,0.0001276024280896068,empath_medical_emergency
767 (empath_achievement),0.00011086750710058713,0.000222782290160028,empath_achievement
504 (empath_medical_emergency),0.00010962180477361861,0.0004928299745409876,empath_medical_emergency
683 (empath_medical_emergency),0.00010868752802842274,0.0008881964056289765,empath_medical_emergency
274 (empath_family),0.00010837610244662232,0.00021625944918432448,empath_family
46 (empath_negative_emotion),0.0001021475908117797,0.0002535348540044849,empath_negative_emotion
140 (empath_health),9.934476057609221e-05,0.00022967483579445125,empath_health
181 (empath_negative_emotion),9.84104838308908e-05,0.00019777461560053591,empath_negative_emotion
701 (empath_negative_emotion),9.84104838308908e-05,0.0002121135160463528,empath_negative_emotion
271 (empath_affection),9.778763266738433e-05,0.0001803592427453665,empath_affection
28 (empath_friends),9.747620708564498e-05,0.0003874528505639838,empath_friends
131 (empath_negative_emotion),9.591907917692045e-05,0.0004304591037483024,empath_negative_emotion
411 (empath_medical_emergency),9.529622801345284e-05,0.00015327834372527783,empath_medical_emergency
492 (empath_family),9.529622801342508e-05,0.0002219667127504881,empath_family
346 (empath_negative_emotion),9.498480243170792e-05,0.0002936125603722071,empath_negative_emotion
679 (empath_health),9.249339777775978e-05,0.00024356009200461606,empath_health
306 (empath_death),9.155912103254172e-05,0.0007764286329040413,empath_death
455 (empath_negative_emotion),9.155912103253616e-05,0.00022672210129246387,empath_negative_emotion
469 (empath_medical_emergency),9.093626986902414e-05,0.00025465702276927,empath_medical_emergency
740 (empath_medical_emergency),8.969056754207227e-05,0.00021446711089002717,empath_medical_emergency
301 (empath_death),8.844486521511485e-05,0.00018240715003471815,empath_death
452 (empath_negative_emotion),8.501918381593754e-05,0.0001573395886766856,empath_negative_emotion
552 (empath_negative_emotion),8.470775823418708e-05,0.00035107153765707105,empath_negative_emotion
733 (empath_death),8.09706512532815e-05,0.00026535214016817774,empath_death
189 (empath_body),8.06592256714922e-05,0.00017617414248529136,empath_body
721 (empath_medical_emergency),7.972494892631854e-05,0.0001741601450077596,empath_medical_emergency
490 (empath_health),7.847924659932781e-05,0.00016350762462610167,empath_health
331 (empath_money),7.81678210175718e-05,0.0002547489812187702,empath_money
741 (empath_medical_emergency),7.785639543584356e-05,0.0004816435999579896,empath_medical_emergency
174 (empath_health),7.78563954358158e-05,0.0002826365167466592,empath_health
11 (empath_money),7.629926752709681e-05,0.00022153612876010014,empath_money
650 (empath_optimism),7.53649907818732e-05,0.0002568828792058731,empath_optimism
248 (empath_health),7.505356520015049e-05,0.0002232595638354734,empath_health
447 (empath_friends),7.505356520010054e-05,0.00017509181528561267,empath_friends
461 (empath_optimism),7.443071403665514e-05,0.0001469780283338154,empath_optimism
236 (empath_optimism),7.193930938267367e-05,0.00022654557566365678,empath_optimism
661 (empath_death),7.131645821923383e-05,0.00019247486695277304,empath_death
551 (empath_money),7.0693607055744e-05,0.0002078240233936679,empath_money
567 (empath_family),6.820220240178477e-05,0.00024484844882260775,empath_family
220 (empath_achievement),6.789077682005651e-05,0.00010768122129321939,empath_achievement
571 (empath_negative_emotion),6.726792565658334e-05,0.00022173501420098593,empath_negative_emotion
178 (empath_negative_emotion),6.602222332959817e-05,0.00024262751156390377,empath_negative_emotion
491 (empath_medical_emergency),6.446509542089585e-05,0.00013580833645564762,empath_medical_emergency
353 (empath_health),6.446509542089585e-05,0.00015491693322496167,empath_health
715 (empath_pain),6.415366983915094e-05,0.00015307573185734908,empath_pain
323 (empath_death),6.384224425738938e-05,0.00038534244073820857,empath_death
218 (empath_body),6.103941402172963e-05,0.0002076216220202918,empath_body
324 (empath_money),6.0727988439973625e-05,0.0001904934560081352,empath_money
336 (empath_health),6.0416562858223163e-05,0.0002277464456378787,empath_health
693 (empath_body),5.9170860531249093e-05,0.0001600436638288994,empath_body
499 (empath_family),5.885943494950974e-05,0.00025051066826657474,empath_family
302 (empath_body),5.885943494950419e-05,0.00017980317175932698,empath_body
357 (empath_pain),5.761373262255232e-05,0.00016339458891177303,empath_pain
224 (empath_medical_emergency),5.7302307040801856e-05,0.00019938632217256694,empath_medical_emergency
649 (empath_money),5.69908814590625e-05,0.00031721581062864616,empath_money
465 (empath_medical_emergency),5.636803029556714e-05,0.00014779399794120785,empath_medical_emergency
162 (empath_medical_emergency),5.5745179132071775e-05,0.00013120556015357282,empath_medical_emergency
139 (empath_negative_emotion),5.543375355033797e-05,0.0002596617123200231,empath_negative_emotion
687 (empath_medical_emergency),5.3876625641635643e-05,0.00020956211293768153,empath_medical_emergency
512 (empath_positive_emotion),5.356520005989074e-05,0.00021750262280346663,empath_positive_emotion
94 (empath_negative_emotion),5.263092331464492e-05,0.00014543908095676581,empath_negative_emotion
247 (empath_negative_emotion),5.16966465694213e-05,0.00010834925208756218,empath_negative_emotion
673 (empath_family),5.0450944242447225e-05,0.00021671193060211318,empath_family
75 (empath_negative_emotion),5.013951866069677e-05,0.0002064587197765173,empath_negative_emotion
428 (empath_health),4.9828093078968515e-05,0.00019059652690585528,empath_health
451 (empath_negative_emotion),4.827096517024953e-05,0.00015384392217262168,empath_negative_emotion
344 (empath_health),4.795953958850463e-05,0.000211596208783269,empath_health
415 (empath_negative_emotion),4.609098609805185e-05,0.00033795860510475755,empath_negative_emotion
56 (empath_health),4.609098609804074e-05,0.00012707384953215912,empath_health
379 (empath_family),4.577956051627918e-05,0.0003367158679356983,empath_family
578 (empath_medical_emergency),4.484528377107777e-05,0.0002123785472344015,empath_medical_emergency
616 (empath_negative_emotion),4.422243260759906e-05,0.0001426573932047833,empath_negative_emotion
221 (empath_health),4.4222432607576855e-05,0.00014491030881543844,empath_health
605 (empath_health),4.3599581444081495e-05,0.0002749942553251927,empath_health
397 (empath_health),4.110817679015555e-05,0.00018834837929959167,empath_health
347 (empath_medical_emergency),3.986247446322033e-05,0.00016458363211829105,empath_medical_emergency
666 (empath_death),3.9862474463203676e-05,0.00020994242299456599,empath_death
322 (empath_medical_emergency),3.955104888145322e-05,0.0001667482612794734,empath_medical_emergency
644 (empath_medical_emergency),3.9239623299719416e-05,0.0003147654630988596,empath_medical_emergency
730 (empath_medical_emergency),3.861677213621295e-05,0.0002510607890150322,empath_medical_emergency
718 (empath_health),3.768249539101154e-05,0.00016970236907840893,empath_health
497 (empath_friends),3.7059644227505074e-05,0.00022562756531704171,empath_friends
485 (empath_anger),3.674821864576572e-05,0.00022901026949818912,empath_anger
298 (empath_medical_emergency),3.674821864576572e-05,0.0002972109745080005,empath_medical_emergency
480 (empath_pain),3.612536748229256e-05,0.00035550890917196404,empath_pain
99 (empath_health),3.550251631878609e-05,0.00022053769189672636,empath_health
534 (empath_affection),3.4879665155285176e-05,0.001054237739482104,empath_affection
646 (empath_sadness),3.425681399178982e-05,0.00017073962547430993,empath_sadness
509 (empath_negative_emotion),3.3322537246605056e-05,0.00015669720963558254,empath_negative_emotion
235 (empath_pain),3.3011111664837946e-05,0.0004477736751818162,empath_pain
672 (empath_health),3.269968608310414e-05,0.000316061678827738,empath_health
581 (empath_medical_emergency),3.2388260501370335e-05,0.0002475047831001798,empath_medical_emergency
388 (empath_medical_emergency),2.9896855847416638e-05,0.00016483329760244993,empath_medical_emergency
633 (empath_money),2.8962579102159714e-05,0.0002942685024238269,empath_money
514 (empath_health),2.865115352044256e-05,0.00017676687204208556,empath_health
760 (empath_medical_emergency),2.802830235695275e-05,0.0002110399530110645,empath_medical_emergency
147 (empath_health),2.802830235694165e-05,0.0002268367158400495,empath_health
87 (empath_pain),2.7405451193446285e-05,0.00013655079581488075,empath_pain
269 (empath_health),2.7094025611740236e-05,0.0001598226254815538,empath_health
334 (empath_negative_emotion),2.6782600029978675e-05,0.00033991984552995974,empath_negative_emotion
38 (empath_medical_emergency),2.6471174448244873e-05,0.00017922400179719143,empath_medical_emergency
234 (empath_pain),2.5848323284777265e-05,0.00019625520288306023,empath_pain
747 (empath_medical_emergency),2.584832328474951e-05,0.00015764749302766865,empath_medical_emergency
173 (empath_health),2.584832328474951e-05,0.00036171126116449565,empath_health
744 (empath_medical_emergency),2.3979769794307825e-05,0.0001924829290016485,empath_medical_emergency
101 (empath_negative_emotion),2.0865513976858762e-05,0.0002543817104871642,empath_negative_emotion
65 (empath_affection),2.0242662813374502e-05,0.00017349367945500695,empath_affection
436 (empath_optimism),1.9931237231629594e-05,0.00019124269444943206,empath_optimism
369 (empath_positive_emotion),1.868553490465552e-05,0.0002211604068082416,empath_positive_emotion
558 (empath_family),1.8374109322927268e-05,0.0002980163831686394,empath_family
503 (empath_body),1.7128406995975397e-05,0.0002866595933525239,empath_body
141 (empath_health),1.650555583250224e-05,0.00013372129999237857,empath_health
505 (empath_negative_emotion),1.3391300015036522e-05,0.00013560823039471368,empath_negative_emotion
735 (empath_affection),1.3079874433291615e-05,0.00011778146792254932,empath_affection
564 (empath_negative_emotion),1.0588469779326814e-05,0.0002335575594628181,empath_negative_emotion
662 (empath_medical_emergency),9.342767452413803e-06,0.0002528077604532775,empath_medical_emergency
427 (empath_medical_emergency),9.031341870652242e-06,0.00019566326789333132,empath_medical_emergency
170 (empath_medical_emergency),8.719916288885132e-06,0.00018592289806970293,empath_medical_emergency
42 (empath_negative_emotion),8.408490707151328e-06,0.00015832277480652056,empath_negative_emotion
109 (empath_family),8.097065125417524e-06,0.00016111391105811366,empath_family
695 (empath_optimism),7.785639543661516e-06,0.0002395579421667544,empath_optimism
143 (empath_medical_emergency),5.91708605320318e-06,0.0003129383942176424,empath_medical_emergency
409 (empath_medical_emergency),5.294234889702265e-06,0.0004573834692772308,empath_medical_emergency
690 (empath_death),4.671383726229106e-06,0.00018388223620972136,empath_death
286 (empath_health),4.048532562778151e-06,0.00030047824267793777,empath_health
528 (empath_health),3.425681399277236e-06,0.00025165403116520515,empath_health
613 (empath_medical_emergency),2.80283023577077e-06,0.00020855262303006426,empath_medical_emergency
529 (empath_health),2.4914046540425174e-06,0.00025709044733588195,empath_health
24 (empath_medical_emergency),-1.5571279086190603e-06,0.0002232804144785767,empath_medical_emergency
454 (empath_body),-1.868553490375069e-06,0.0002039977815971083,empath_body
203 (empath_positive_emotion),-2.179979072108873e-06,0.00025853406901191894,empath_positive_emotion
73 (empath_medical_emergency),-2.4914046538537794e-06,0.00014624937911216802,empath_medical_emergency
37 (empath_medical_emergency),-3.425681399088498e-06,0.00016051534300157887,empath_medical_emergency
